FILE			 PrfOR	 PrfSF	 PrfTF	 RFXctr	 RFYctr	 RFDiam	 GrType	 MaxLoc	 MaxRsp	 MinLoc	 MinRsp	 Spont	 TFMI		 AnovaP	 TFDI  	 VarTerm	 MaxX 	 MinX 	 TFHWHM	 RsqMn	 PMean	 RsqRaw	 Praw		 Chi2		 ChiP		 Brat		 Ampl		 Peak		 SD		 Offst		
m22614c3r44.htb	 120.0	  0.04	 4.000	 -10.00	 -10.00	 40.00	   0.0	 2.4300	  4.71	 16.0000	  1.09	  1.64	 1.535	 0.00000383	 0.569	  0.474	 16.00	  0.50	  4.8300	 0.8985	 0.00400593	 0.4028	 0.00000005	 0.4739	        NaN	  0.00	  4.71	 2.4327	 1.0819	 0.1000	
m30414c1r4.htb	   0.0	  0.08	 2.000	 -5.00	  5.00	 40.00	   0.0	 2.2500	  5.48	 16.0000	  1.53	  1.49	 1.374	 0.00007990	 0.544	  0.493	 16.00	  0.50	  4.9500	 0.8015	 0.01587146	 0.3431	 0.00000507	 0.8161	        NaN	  0.00	  5.48	 2.2476	 1.2293	 0.0010	
m30514c3r44.htb	  30.0	  0.03	 2.000	 -10.00	 20.00	 40.00	   0.0	 1.7000	  6.76	 16.0000	  1.42	  1.69	 1.334	 0.00059142	 0.513	  0.657	 16.00	  0.50	  4.4600	 0.8921	 0.00453742	 0.2892	 0.00000938	 0.4458	        NaN	  0.00	  6.76	 1.7011	 1.2404	 0.1000	
m102314c1r4.htb	 240.0	  0.02	 2.000	 10.00	 10.00	 40.00	   0.0	 1.1800	  2.60	 16.0000	  0.53	  0.58	 1.065	 0.00791852	 0.507	  0.401	 16.00	  0.50	  2.6900	 0.8899	 0.00472763	 0.3648	 0.00015539	 0.7404	        NaN	  0.45	  2.15	 1.1808	 0.9823	 0.1000	
m102314c1r44.htb	 240.0	  0.02	 2.000	 10.00	 10.00	 40.00	   0.0	 1.9000	  2.74	 16.0000	  0.58	  0.70	 1.102	 0.01355179	 0.435	  0.544	 16.00	  0.50	  3.1600	 0.9475	 0.00105347	 0.2160	 0.00018336	 0.1086	        NaN	  0.49	  2.25	 1.9008	 0.8279	 0.1000	
m102314c2r4.htb	  60.0	  0.03	 2.000	  0.00	 -5.00	 40.00	   0.0	 2.0900	  3.10	 16.0000	  0.62	  0.25	 1.083	 0.06891801	 0.462	  0.652	 16.00	  0.50	  4.5400	 0.8776	 0.00586761	 0.1620	 0.00231281	 0.3007	        NaN	  0.01	  3.08	 2.0889	 1.1058	 0.1000	
m102314c2r44.htb	  60.0	  0.03	 2.000	  0.00	 -5.00	 40.00	   0.0	 1.9300	  3.29	 16.0000	  0.59	  0.28	 1.095	 0.20284204	 0.477	  0.659	 16.00	  0.50	  4.3700	 0.8052	 0.01526598	 0.1454	 0.01391541	 0.3367	        NaN	  0.00	  3.29	 1.9253	 1.1175	 0.1000	
m20714c1r4.htb	   0.0	  0.03	 2.000	 -5.00	 -10.00	 40.00	   0.0	 0.7800	  3.57	 4.8400	  1.85	  2.04	 1.124	 0.69853817	 0.254	  0.710	 16.00	  0.50	  0.2500	 0.2186	 0.34979701	 0.0115	 0.41391471	 0.1612	        NaN	  1.85	  1.72	 0.7798	 0.1997	 0.0998	
m20714c1r4.htb	   0.0	  0.03	 2.000	 -5.00	 -10.00	 40.00	   0.0	 0.7800	  3.57	 4.8400	  1.85	  2.04	 1.124	 0.69853817	 0.254	  0.710	 16.00	  0.50	  0.2500	 0.2186	 0.34979701	 0.0115	 0.41391471	 0.1612	        NaN	  1.85	  1.72	 0.7798	 0.1997	 0.0998	
m22014c1r4.htb	   0.0	  0.03	 2.000	 -10.00	  0.00	 40.00	   0.0	 2.3400	  1.58	 16.0000	  0.63	  0.20	 1.144	 0.39688961	 0.309	  0.519	 16.00	  0.50	  5.4900	 0.9673	 0.00040532	 0.1775	 0.02040575	 0.0215	        NaN	  0.00	  1.58	 2.3366	 1.3979	 0.1000	
m22014c1r44.htb	   0.0	  0.03	 2.000	 -10.00	  0.00	 40.00	   0.0	 1.8900	  1.42	 16.0000	  0.61	  0.70	 1.681	 0.16436826	 0.321	  0.486	 16.00	  0.50	  5.1200	 0.8874	 0.00494516	 0.1172	 0.00742199	 0.1028	        NaN	  0.21	  1.21	 1.8860	 1.4201	 0.1000	
m100114c2r4.htb	  30.0	  0.04	 2.000	 20.00	 -10.00	 40.00	   0.0	 1.7500	  9.51	 16.0000	  1.66	  2.19	 1.104	 0.00224312	 0.635	  0.548	 16.00	  0.50	  2.8800	 0.9305	 0.00185237	 0.5450	 0.00001666	 0.9976	        NaN	  1.43	  8.08	 1.7468	 0.8126	 0.1000	
m100114c2r44.htb	  30.0	  0.04	 2.000	 20.00	 -10.00	 40.00	   0.0	 1.8400	  8.52	 16.0000	  1.88	  2.67	 1.431	 0.00015593	 0.597	  0.539	 16.00	  0.50	  4.5000	 0.9806	 0.00014273	 0.4335	 0.00000049	 0.0829	        NaN	  0.15	  8.37	 1.8403	 1.1906	 0.1000	
m100214c1r4.htb	 240.0	  0.04	 2.000	  0.00	 -10.00	 40.00	   0.0	 1.8200	  3.59	 16.0000	  1.78	  1.21	 0.761	 0.06774983	 0.406	  0.456	 16.00	  0.50	  1.2100	 0.8931	 0.00445214	 0.2144	 0.00201815	 0.2022	        NaN	  1.78	  1.81	 1.8189	 0.4304	 0.0010	
m100414c2r4.htb	 270.0	  0.04	 2.000	  5.00	 -10.00	 40.00	   0.0	 1.7200	  4.08	 16.0000	  0.93	  1.59	 1.269	 0.00535937	 0.581	  0.486	 16.00	  0.50	  2.0500	 0.8765	 0.00597679	 0.4344	 0.00010112	 1.4087	        NaN	  0.92	  3.15	 1.7193	 0.6389	 0.1000	
m100414c2r44.htb	 270.0	  0.04	 2.000	  5.00	 -10.00	 40.00	   0.0	 1.8000	  2.94	 16.0000	  0.97	  1.69	 1.687	 0.01263265	 0.421	  0.491	 16.00	  0.50	  3.4100	 0.7977	 0.01652209	 0.1837	 0.00063306	 0.4093	        NaN	  0.83	  2.11	 1.7958	 0.9158	 0.1000	
m100414c3r4.htb	 270.0	  0.10	 2.000	  5.00	 -10.00	 40.00	   0.0	 1.9900	  1.07	 16.0000	  0.12	  0.33	 1.292	 0.04333343	 0.459	  0.495	 16.00	  0.50	  1.8700	 0.8218	 0.01269669	 0.2820	 0.00176489	 0.8277	        NaN	  0.12	  0.95	 1.9901	 0.5405	 0.1000	
m100414c3r44.htb	 270.0	  0.10	 2.000	  5.00	 -10.00	 40.00	   0.0	 0.8500	  0.49	 16.0000	  0.09	  0.45	 10.677	 0.34819210	 0.293	  0.505	 16.00	  0.50	  3.6500	 0.8602	 0.00770576	 0.0825	 0.02611390	 0.0631	        NaN	  0.00	  0.49	 0.8529	 1.5322	 0.1000	
m61913c1r4.htb	  50.0	  0.03	 2.000	 10.00	 10.00	 40.00	   0.0	 2.6900	  2.81	 16.0000	  0.95	  1.00	 1.028	 0.00088604	 0.450	  0.441	 16.00	  0.50	  2.0700	 0.9690	 0.00036321	 0.3031	 0.00000518	 0.2915	        NaN	  0.94	  1.86	 2.6920	 0.4692	 0.1000	
m61913c2r4.htb	  75.0	  0.10	 2.000	 10.00	 10.00	 40.00	   0.0	 6.2400	  3.16	 0.5000	  0.51	  1.14	 1.330	 0.00001042	 0.554	  0.454	 16.00	  0.50	  9.7600	 0.8794	 0.00568741	 0.3747	 0.00000020	 0.5648	        NaN	  0.48	  2.68	 6.2401	 0.8559	 0.0010	
m62713c1r4.htb	 180.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   0.0	 1.3400	  6.79	 10.6700	  5.07	  5.97	 2.096	 0.94766944	 0.177	  0.656	 16.00	  0.50	  0.4600	 0.3807	 0.19194565	 0.0079	 0.49816774	 0.0443	        NaN	  5.07	  1.72	 1.3356	 0.2452	 0.0011	
m61913c2r4.htb	  75.0	  0.10	 2.000	 10.00	 10.00	 40.00	   0.0	 6.2400	  3.16	 0.5000	  0.51	  1.14	 1.330	 0.00001042	 0.554	  0.454	 16.00	  0.50	  9.7600	 0.8794	 0.00568741	 0.3747	 0.00000020	 0.5648	        NaN	  0.48	  2.68	 6.2401	 0.8559	 0.0010	
m61913c2r4.htb	  75.0	  0.10	 2.000	 10.00	 10.00	 40.00	   0.0	 6.2400	  3.16	 0.5000	  0.51	  1.14	 1.330	 0.00001042	 0.554	  0.454	 16.00	  0.50	  9.7600	 0.8794	 0.00568740	 0.3747	 0.00000020	 0.5648	        NaN	  0.48	  2.68	 6.2401	 0.8559	 0.0010	
m120913c1r4.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 16.0000	  2.85	 0.5000	  1.44	  0.20	 0.666	 0.06548563	 0.375	  0.404	 16.00	  0.50	  0.0000	 0.8604	 0.00767398	 0.1549	 0.00245114	 0.2047	        NaN	  1.08	  1.76	 16.8925	 1.9703	 0.0011	
m120913c1r44.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 6.1100	  2.71	 0.5000	  1.62	  0.80	 0.568	 0.03640914	 0.296	  0.424	 16.00	  0.50	  7.4200	 0.9433	 0.00122695	 0.0954	 0.00074475	 0.0270	        NaN	  1.62	  1.09	 6.1112	 0.6742	 0.0010	
m120913c1r44.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 6.1100	  2.71	 0.5000	  1.62	  0.80	 0.568	 0.03640914	 0.296	  0.424	 16.00	  0.50	  7.4200	 0.9433	 0.00122694	 0.0954	 0.00074475	 0.0270	        NaN	  1.62	  1.09	 6.1112	 0.6742	 0.0010	
m120913c1r44.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 5.4700	  4.18	 0.5000	  1.46	  1.39	 0.977	 0.00926984	 0.419	  0.398	 16.00	  0.50	  2.1900	 0.9771	 0.00019772	 0.2433	 0.00008361	 0.0942	        NaN	  1.46	  2.72	 5.4719	 0.2839	 0.0010	
m120913c1r44.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 16.0000	  2.58	 0.5000	  1.79	  0.20	 0.496	 0.71716218	 0.248	  0.435	 16.00	  0.50	  0.0000	 0.9688	 0.00036983	 0.0509	 0.08859841	 0.0028	        NaN	  1.40	  1.19	 19.9994	 2.4571	 0.0016	
m120913c1r44.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 6.1100	  2.71	 0.5000	  1.62	  0.80	 0.568	 0.03640914	 0.296	  0.424	 16.00	  0.50	  7.4200	 0.9433	 0.00122694	 0.0954	 0.00074475	 0.0270	        NaN	  1.62	  1.09	 6.1112	 0.6742	 0.0010	
m120913c1r44.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 6.1100	  2.71	 0.5000	  1.62	  0.80	 0.568	 0.03640914	 0.296	  0.424	 16.00	  0.50	  7.4200	 0.9433	 0.00122695	 0.0954	 0.00074475	 0.0270	        NaN	  1.62	  1.09	 6.1112	 0.6742	 0.0010	
m120913c1r44.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 6.1100	  2.71	 0.5000	  1.62	  0.80	 0.568	 0.03640914	 0.296	  0.424	 16.00	  0.50	  7.4200	 0.9433	 0.00122694	 0.0954	 0.00074475	 0.0270	        NaN	  1.62	  1.09	 6.1112	 0.6742	 0.0010	
m120913c1r4.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 16.0000	  2.85	 0.5000	  1.44	  0.20	 0.666	 0.06548563	 0.375	  0.404	 16.00	  0.50	  0.0000	 0.8604	 0.00767397	 0.1549	 0.00245114	 0.2047	        NaN	  1.08	  1.76	 16.8923	 1.9703	 0.0011	
m120913c1r4.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 16.0000	  2.85	 0.5000	  1.44	  0.20	 0.666	 0.06548563	 0.375	  0.404	 16.00	  0.50	  0.0000	 0.8604	 0.00767399	 0.1549	 0.00245114	 0.2047	        NaN	  1.08	  1.76	 16.8925	 1.9703	 0.0011	
m120913c1r4.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 16.0000	  2.85	 0.5000	  1.44	  0.20	 0.666	 0.06548563	 0.375	  0.404	 16.00	  0.50	  0.0000	 0.8604	 0.00767399	 0.1549	 0.00245114	 0.2047	        NaN	  1.08	  1.76	 16.8926	 1.9703	 0.0011	
m120913c1r4.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 16.0000	  2.85	 0.5000	  1.44	  0.20	 0.666	 0.06548563	 0.375	  0.404	 16.00	  0.50	  0.0000	 0.8604	 0.00767399	 0.1549	 0.00245114	 0.2047	        NaN	  1.08	  1.76	 16.8925	 1.9703	 0.0011	
m120913c1r4.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 16.0000	  2.85	 0.5000	  1.44	  0.20	 0.666	 0.06548563	 0.375	  0.404	 16.00	  0.50	  0.0000	 0.8604	 0.00767399	 0.1549	 0.00245114	 0.2047	        NaN	  1.08	  1.76	 16.8925	 1.9703	 0.0011	
m120913c1r44.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 6.1100	  2.71	 0.5000	  1.62	  0.80	 0.568	 0.03640914	 0.296	  0.424	 16.00	  0.50	  7.4200	 0.9433	 0.00122694	 0.0954	 0.00074475	 0.0270	        NaN	  1.62	  1.09	 6.1112	 0.6742	 0.0010	
m120913c1r4.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 16.0000	  2.85	 0.5000	  1.44	  0.20	 0.666	 0.06548563	 0.375	  0.404	 16.00	  0.50	  0.0000	 0.8604	 0.00767399	 0.1549	 0.00245115	 0.2047	        NaN	  1.08	  1.76	 16.8926	 1.9703	 0.0011	
m120913c1r4.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 16.0000	  2.85	 0.5000	  1.44	  0.20	 0.666	 0.06548563	 0.375	  0.404	 16.00	  0.50	  0.0000	 0.8604	 0.00767399	 0.1549	 0.00245115	 0.2047	        NaN	  1.08	  1.76	 16.8925	 1.9703	 0.0011	
FILE			 PrfOR	 PrfSF	 PrfTF	 RFXctr	 RFYctr	 RFDiam	 GrType	 MaxLoc	 MaxRsp	 MinLoc	 MinRsp	 Spont	 TFMI		 AnovaP	 TFDI  	 VarTerm	 MaxX 	 MinX 	 TFHWHM	 RsqMn	 PMean	 RsqRaw	 Praw		 Chi2		 ChiP		 Brat		 Ampl		 Peak		 SD		 Offst		
m120913c1r44.htb_Stim	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 6.3300	  2.31	 0.5000	  1.94	   NaN	   NaN	 0.73529822	 0.217	  0.353	 16.00	  0.50	  6.8900	 0.2531	 0.30901601	 0.0139	 0.38276067	 0.4087	        NaN	  1.94	  0.38	 6.3270	 0.6249	 0.0010	
m120913c1r44.htb_Stim+Laser	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 6.1100	  3.09	 0.5000	  1.32	  0.80	 0.772	 0.02627274	 0.414	  0.478	 16.00	  0.50	  7.7200	 0.9150	 0.00279286	 0.1901	 0.00055581	 0.2310	        NaN	  1.32	  1.77	 6.1055	 0.6942	 0.0010	
m120913c1r44.htb_Stim     :	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 6.3300	  2.31	 0.5000	  1.94	   NaN	   NaN	 0.73529822	 0.217	  0.353	 16.00	  0.50	  6.8900	 0.2531	 0.30901589	 0.0139	 0.38276056	 0.4087	        NaN	  1.94	  0.38	 6.3270	 0.6249	 0.0010	
m120913c1r44.htb_Stim+Laser	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 6.1100	  3.09	 0.5000	  1.32	  0.80	 0.772	 0.02627274	 0.414	  0.478	 16.00	  0.50	  7.7200	 0.9150	 0.00279286	 0.1901	 0.00055581	 0.2310	        NaN	  1.32	  1.77	 6.1055	 0.6942	 0.0010	
m120913c1r44.htbViS	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 6.3300	  2.31	 0.5000	  1.94	   NaN	   NaN	 0.73529822	 0.217	  0.353	 16.00	  0.50	  6.8900	 0.2531	 0.30901628	 0.0139	 0.38276089	 0.4087	        NaN	  1.94	  0.38	 6.3271	 0.6249	 0.0010	
m120913c1r44.htbV+L	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 6.1100	  3.09	 0.5000	  1.32	  0.80	 0.772	 0.02627274	 0.414	  0.478	 16.00	  0.50	  7.7200	 0.9150	 0.00279286	 0.1901	 0.00055581	 0.2310	        NaN	  1.32	  1.77	 6.1055	 0.6942	 0.0010	
m121415c1r40.htbViS	  60.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 0.9600	  5.10	 16.0000	  2.92	   NaN	   NaN	 0.14273127	 0.480	  0.567	 16.00	  0.50	  0.7000	 0.4803	 0.12690407	 0.1225	 0.03932475	 1.3285	        NaN	  2.92	  2.19	 0.9579	 0.4566	 0.0010	
m121415c1r40.htbV+L	  60.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 2.1000	  3.41	 16.0000	  1.47	  2.90	 6.694	 0.30689661	 0.385	  0.575	 16.00	  0.50	  5.5400	 0.6487	 0.05311185	 0.1152	 0.04610000	 0.3300	        NaN	  0.00	  3.41	 2.1049	 1.5308	 0.1000	
m121415c2r40.htbViS	 180.0	  0.03	 2.000	 -5.00	  5.00	 40.00	   0.0	 2.1800	  3.16	 16.0000	  0.05	   NaN	   NaN	 0.00866818	 0.616	  0.460	 16.00	  0.50	  2.7400	 0.9835	 0.00010274	 0.6755	 0.00002867	 0.1017	        NaN	  0.00	  3.16	 2.1840	 0.6946	 0.0060	
m121415c2r40.htbV+L	 180.0	  0.03	 2.000	 -5.00	  5.00	 40.00	   0.0	 1.5000	  3.42	 13.7700	  0.45	  0.50	 1.017	 0.21008316	 0.515	  0.518	 16.00	  0.50	  0.5400	 0.8921	 0.00453699	 0.3693	 0.00746551	 0.8447	        NaN	  0.45	  2.98	 1.4971	 0.2440	 0.1000	
m121415c2r40.htbViS	 180.0	  0.03	 2.000	 -5.00	  5.00	 40.00	   0.0	 2.1800	  3.16	 16.0000	  0.05	   NaN	   NaN	 0.00866818	 0.616	  0.460	 16.00	  0.50	  2.7400	 0.9835	 0.00010274	 0.6755	 0.00002867	 0.1017	        NaN	  0.00	  3.16	 2.1840	 0.6946	 0.0060	
m121415c2r40.htbV+L	 180.0	  0.03	 2.000	 -5.00	  5.00	 40.00	   0.0	 1.5000	  3.42	 13.7700	  0.45	  0.50	 1.017	 0.21008316	 0.515	  0.518	 16.00	  0.50	  0.5400	 0.8921	 0.00453699	 0.3693	 0.00746551	 0.8447	        NaN	  0.45	  2.98	 1.4971	 0.2440	 0.1000	
m121415c2r41.htbViS	 180.0	  0.03	 2.000	 -5.00	  5.00	 40.00	   0.0	 1.4800	  1.80	 16.0000	  0.06	   NaN	   NaN	 0.03559324	 0.463	  0.553	 16.00	  0.50	  2.6900	 0.7544	 0.02478718	 0.2060	 0.00253410	 0.6569	        NaN	  0.02	  1.79	 1.4802	 0.8560	 0.1000	
m121415c2r41.htbV+L	 180.0	  0.03	 2.000	 -5.00	  5.00	 40.00	   0.0	 1.2100	  0.77	 16.0000	  0.25	  0.36	 1.253	 0.44077085	 0.312	  0.566	 16.00	  0.50	  1.8000	 0.8276	 0.01185380	 0.0995	 0.04182986	 0.1821	        NaN	  0.25	  0.52	 1.2114	 0.7306	 0.1000	
m121415c3r42.htbViS	   0.0	  0.03	 2.000	 -10.00	  5.00	 40.00	   0.0	 1.7400	 11.11	 16.0000	  2.22	   NaN	   NaN	 0.00000000	 0.669	  0.473	 16.00	  0.50	  3.3000	 0.9142	 0.00284052	 0.5873	 0.00000000	 1.0566	        NaN	  1.68	  9.43	 1.7446	 0.9048	 0.1000	
m121415c3r42.htbV+L	   0.0	  0.03	 2.000	 -10.00	  5.00	 40.00	   0.0	 1.4500	  4.34	 16.0000	  1.74	  0.65	 0.715	 0.05375196	 0.400	  0.717	 16.00	  0.50	  2.4900	 0.7163	 0.03359006	 0.1276	 0.00507472	 0.3479	        NaN	  1.70	  2.64	 1.4536	 0.8184	 0.1000	
m121415c3r40.htbViS	   0.0	  0.03	 2.000	 -10.00	  5.00	 40.00	   0.0	 1.9200	 11.61	 16.0000	  3.07	   NaN	   NaN	 0.00239401	 0.603	  0.563	 16.00	  0.50	  2.3900	 0.9035	 0.00361404	 0.5302	 0.00002481	 2.9394	        NaN	  3.00	  8.61	 1.9202	 0.6644	 0.1000	
m121415c3r40.htbV+L	   0.0	  0.03	 2.000	 -10.00	  5.00	 40.00	   0.0	 1.5900	  6.24	 16.0000	  2.06	  1.29	 0.856	 0.03020915	 0.560	  0.501	 16.00	  0.50	  2.4400	 0.7629	 0.02300396	 0.3383	 0.00228906	 1.4345	        NaN	  2.00	  4.23	 1.5878	 0.7643	 0.1000	
m120715c1r43.htbViS	  90.0	  0.03	 2.000	  5.00	  5.00	 40.00	   0.0	 1.1800	  5.27	 16.0000	  0.37	   NaN	   NaN	 0.00035428	 0.530	  0.766	 16.00	  0.50	  3.1100	 0.9473	 0.00106001	 0.3205	 0.00000243	 0.1106	        NaN	  0.00	  5.27	 1.1783	 1.1013	 0.1000	
m120715c1r43.htbV+L	  90.0	  0.03	 2.000	  5.00	  5.00	 40.00	   0.0	 0.9200	  2.93	 16.0000	  0.54	  1.69	 2.363	 0.00352277	 0.489	  0.629	 16.00	  0.50	  3.7300	 0.7533	 0.02501105	 0.2047	 0.00028432	 0.7063	        NaN	  0.00	  2.93	 0.9221	 1.4972	 0.1000	
m120715c1r43.htbViS	  90.0	  0.03	 2.000	  5.00	  5.00	 40.00	   0.0	 1.1800	  5.27	 16.0000	  0.37	   NaN	   NaN	 0.00035428	 0.530	  0.766	 16.00	  0.50	  3.1100	 0.9473	 0.00106001	 0.3205	 0.00000243	 0.1106	        NaN	  0.00	  5.27	 1.1783	 1.1013	 0.1000	
m120715c1r43.htbV+L	  90.0	  0.03	 2.000	  5.00	  5.00	 40.00	   0.0	 0.9200	  2.93	 16.0000	  0.54	  1.69	 2.363	 0.00352277	 0.489	  0.629	 16.00	  0.50	  3.7300	 0.7533	 0.02501105	 0.2047	 0.00028432	 0.7063	        NaN	  0.00	  2.93	 0.9221	 1.4972	 0.1000	
m120715c1r43.htbViS	  90.0	  0.03	 2.000	  5.00	  5.00	 40.00	   0.0	 1.1800	  5.27	 16.0000	  0.37	   NaN	   NaN	 0.00035428	 0.530	  0.766	 16.00	  0.50	  3.1100	 0.9473	 0.00106001	 0.3205	 0.00000243	 0.1106	        NaN	  0.00	  5.27	 1.1783	 1.1013	 0.1000	
m120715c1r43.htbViS	  90.0	  0.03	 2.000	  5.00	  5.00	 40.00	   0.0	 1.1800	  5.27	 16.0000	  0.37	   NaN	   NaN	 0.00035428	 0.530	  0.766	 16.00	  0.50	  3.1100	 0.9473	 0.00106001	 0.3205	 0.00000243	 0.1106	        NaN	  0.00	  5.27	 1.1783	 1.1013	 0.1000	
m120715c1r43.htbV+L	  90.0	  0.03	 2.000	  5.00	  5.00	 40.00	   0.0	 0.9200	  2.93	 16.0000	  0.54	  1.69	 2.363	 0.00352277	 0.489	  0.629	 16.00	  0.50	  3.7300	 0.7533	 0.02501105	 0.2047	 0.00028432	 0.7063	        NaN	  0.00	  2.93	 0.9221	 1.4972	 0.1000	
